Outputting model checkpoint to 'mnist.bin5'
         6838249 function calls (6837807 primitive calls) in 7.718 seconds

   Ordered by: cumulative time, internal time, function name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
                                                                                4    0.000    0.000  selectors.py:1(<module>)
                                                                                5    0.000    0.000  shutil.py:1(<module>)
                                                                                4    0.000    0.000  socket.py:1(<module>)
                                                                                1    0.000    0.000  socket.py:214(socket)
                                                                                1    0.000    0.000  subprocess.py:1(<module>)
                                                                                1    0.000    0.000  subprocess.py:695(_use_posix_spawn)
                                                                                4    0.000    0.000  tempfile.py:1(<module>)
                                                                                1    0.000    0.000  util.py:108(_platform_supports_abstract_sockets)
                                                                                1    0.000    0.000  weakref.py:289(update)
<frozen importlib._bootstrap_external>:1421(_path_importer_cache)      <-     124    0.000    0.000  <frozen importlib._bootstrap_external>:1464(_get_spec)
threading.py:433(acquire)                                              <-      25    0.000    0.000  process.py:733(_adjust_process_count)
{built-in method builtins.max}                                         <-      54    0.000    0.000  <frozen importlib._bootstrap_external>:132(_path_split)
                                                                                1    0.000    0.000  neural_net.py:426(train)
subprocess.py:470(CompletedProcess)                                    <-       1    0.000    0.000  {built-in method builtins.__build_class__}
<frozen importlib._bootstrap>:1030(__exit__)                           <-     180    0.000    0.000  <frozen importlib._bootstrap>:1054(_find_spec)
{built-in method builtins.len}                                         <-      81    0.000    0.000  <frozen importlib._bootstrap_external>:84(_unpack_uint32)
                                                                               27    0.000    0.000  <frozen importlib._bootstrap_external>:642(_classify_pyc)
                                                                                2    0.000    0.000  __init__.py:272(_compile)
                                                                                2    0.000    0.000  __init__.py:348(namedtuple)
                                                                                4    0.000    0.000  _compat_pickle.py:1(<module>)
                                                                               16    0.000    0.000  _compiler.py:37(_compile)
                                                                               18    0.000    0.000  _compiler.py:241(_optimize_charset)
                                                                                3    0.000    0.000  _compiler.py:384(_mk_bitmap)
                                                                                4    0.000    0.000  _compiler.py:396(_simple)
                                                                                2    0.000    0.000  _compiler.py:405(_generate_overlap_table)
                                                                                6    0.000    0.000  _compiler.py:509(_compile_info)
                                                                                8    0.000    0.000  _parser.py:79(groups)
                                                                               17    0.000    0.000  _parser.py:158(__len__)
                                                                               16    0.000    0.000  _parser.py:284(tell)
                                                                                2    0.000    0.000  _parser.py:367(_escape)
                                                                                5    0.000    0.000  _parser.py:447(_parse_sub)
                                                                                9    0.000    0.000  _parser.py:507(_parse)
                                                                               26    0.000    0.000  connection.py:364(_send)
                                                                               26    0.000    0.000  connection.py:389(_send_bytes)
                                                                               86    0.000    0.000  enum.py:47(_is_dunder)
                                                                               72    0.000    0.000  enum.py:58(_is_sunder)
                                                                              144    0.000    0.000  enum.py:78(_is_private)
                                                                               71    0.000    0.000  enum.py:1657(convert_class)
                                                                               25    0.000    0.000  neural_net.py:378(train_batch)
                                                                                1    0.000    0.000  process.py:733(_adjust_process_count)
                                                                                1    0.000    0.000  random.py:376(shuffle)
                                                                                5    0.000    0.000  random.py:480(choices)
                                                                               10    0.000    0.000  resource_tracker.py:161(_send)
<frozen importlib._bootstrap>:1026(__enter__)                          <-     180    0.000    0.000  <frozen importlib._bootstrap>:1054(_find_spec)
spawn.py:154(get_preparation_data)                                     <-       1    0.000    0.000  popen_spawn_posix.py:38(_launch)
tempfile.py:665(SpooledTemporaryFile)                                  <-       1    0.000    0.000  {built-in method builtins.__build_class__}
queue.py:34(__init__)                                                  <-       1    0.000    0.000  process.py:616(__init__)
_compiler.py:509(_compile_info)                                        <-       2    0.000    0.000  _compiler.py:571(_code)
util.py:171(register_after_fork)                                       <-       1    0.000    0.000  queues.py:37(__init__)
                                                                                5    0.000    0.000  synchronize.py:50(__init__)
<frozen importlib._bootstrap_external>:642(_classify_pyc)              <-      27    0.000    0.000  <frozen importlib._bootstrap_external>:1007(get_code)
{built-in method builtins.dir}                                         <-       1    0.000    0.000  <frozen os>:44(_get_exports_list)
                                                                                1    0.000    0.000  __init__.py:1(<module>)
                                                                                1    0.000    0.000  pickle.py:1(<module>)
context.py:85(BoundedSemaphore)                                        <-       1    0.000    0.000  queues.py:37(__init__)
<frozen importlib._bootstrap_external>:84(_unpack_uint32)              <-      27    0.000    0.000  <frozen importlib._bootstrap_external>:642(_classify_pyc)
                                                                               54    0.000    0.000  <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
<frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)    <-      27    0.000    0.000  <frozen importlib._bootstrap_external>:1007(get_code)
_compiler.py:241(_optimize_charset)                                    <-       4    0.000    0.000  _compiler.py:37(_compile)
                                                                                1    0.000    0.000  _compiler.py:509(_compile_info)
queues.py:71(_reset)                                                   <-       1    0.000    0.000  queues.py:37(__init__)
{built-in method builtins.isinstance}                                  <-      27    0.000    0.000  <frozen importlib._bootstrap>:1207(_handle_fromlist)
                                                                               27    0.000    0.000  <frozen importlib._bootstrap_external>:727(_compile_bytecode)
                                                                               27    0.000    0.000  <frozen importlib._bootstrap_external>:1127(get_data)
                                                                              124    0.000    0.000  <frozen importlib._bootstrap_external>:1464(_get_spec)
                                                                                1    0.000    0.000  <frozen os>:806(fsencode)
                                                                                2    0.000    0.000  <frozen posixpath>:41(_get_sep)
                                                                                2    0.000    0.000  <frozen posixpath>:389(normpath)
                                                                                1    0.000    0.000  <frozen zipimport>:64(__init__)
                                                                              110    0.000    0.000  __init__.py:272(_compile)
                                                                                2    0.000    0.000  __init__.py:348(namedtuple)
                                                                                4    0.000    0.000  _compiler.py:568(isstring)
                                                                               46    0.000    0.000  _parser.py:162(__getitem__)
                                                                                2    0.000    0.000  _parser.py:222(__init__)
                                                                                2    0.000    0.000  _parser.py:954(fix_flags)
                                                                                8    0.000    0.000  enum.py:1515(__and__)
                                                                              143    0.000    0.000  enum.py:1657(convert_class)
                                                                                2    0.000    0.000  random.py:128(seed)
                                                                                5    0.000    0.000  util.py:186(__init__)
<frozen importlib._bootstrap>:198(cb)                                  <-      47    0.000    0.000  <frozen importlib._bootstrap>:1165(_find_and_load)
<frozen importlib._bootstrap>:920(find_spec)                           <-      44    0.000    0.000  <frozen importlib._bootstrap>:1054(_find_spec)
random.py:480(choices)                                                 <-       5    0.000    0.000  tempfile.py:153(__next__)
enum.py:685(__call__)                                                  <-       4    0.000    0.000  enum.py:1515(__and__)
                                                                                2    0.000    0.000  signal.py:24(_int_to_enum)
_compression.py:1(<module>)                                            <-       1    0.000    0.000  {built-in method builtins.exec}
queue.py:213(_put)                                                     <-      25    0.000    0.000  queue.py:122(put)
synchronize.py:144(__init__)                                           <-       1    0.000    0.000  context.py:85(BoundedSemaphore)
<frozen importlib._bootstrap>:71(__init__)                             <-      47    0.000    0.000  <frozen importlib._bootstrap>:179(_get_module_lock)
threading.py:264(__enter__)                                            <-      25    0.000    0.000  _base.py:428(result)
                                                                               25    0.000    0.000  queue.py:122(put)
                                                                               25    0.000    0.000  threading.py:433(acquire)
                                                                                1    0.000    0.000  threading.py:604(wait)
<frozen os>:44(_get_exports_list)                                      <-       1    0.000    0.000  socket.py:1(<module>)
enum.py:37(_is_descriptor)                                             <-      72    0.000    0.000  enum.py:1657(convert_class)
signal.py:9(<lambda>)                                                  <-      69    0.000    0.000  enum.py:907(<listcomp>)
{method 'append' of 'list' objects}                                    <-      12    0.000    0.000  <frozen importlib._bootstrap>:1120(_find_and_load_unlocked)
                                                                               45    0.000    0.000  _compiler.py:37(_compile)
                                                                               14    0.000    0.000  _compiler.py:214(_compile_charset)
                                                                               13    0.000    0.000  _compiler.py:241(_optimize_charset)
                                                                                1    0.000    0.000  _compiler.py:434(_get_literal_prefix)
                                                                               12    0.000    0.000  _compiler.py:509(_compile_info)
                                                                                2    0.000    0.000  _compiler.py:571(_code)
                                                                                2    0.000    0.000  _parser.py:82(opengroup)
                                                                               12    0.000    0.000  _parser.py:170(append)
                                                                                5    0.000    0.000  _parser.py:447(_parse_sub)
                                                                               30    0.000    0.000  _parser.py:507(_parse)
                                                                              140    0.000    0.000  enum.py:1657(convert_class)
                                                                                1    0.000    0.000  locale.py:1(<module>)
                                                                                6    0.000    0.000  neural_net.py:291(add)
                                                                               25    0.000    0.000  neural_net.py:378(train_batch)
                                                                              125    0.000    0.000  neural_net.py:407(iter_grouped)
                                                                                1    0.000    0.000  pickle.py:1(<module>)
                                                                                4    0.000    0.000  popen_spawn_posix.py:34(duplicate_for_child)
                                                                                3    0.000    0.000  popen_spawn_posix.py:38(_launch)
                                                                                2    0.000    0.000  resource_tracker.py:78(ensure_running)
                                                                                1    0.000    0.000  shutil.py:1(<module>)
                                                                                2    0.000    0.000  socket.py:1(<module>)
                                                                                1    0.000    0.000  threading.py:1509(_register_atexit)
<frozen importlib._bootstrap>:405(parent)                              <-      42    0.000    0.000  <frozen importlib._bootstrap>:493(_init_module_attrs)
                                                                                1    0.000    0.000  __init__.py:1(<module>)
                                                                                1    0.000    0.000  __init__.py:40(__getattr__)
                                                                                3    0.000    0.000  connection.py:1(<module>)
                                                                                2    0.000    0.000  context.py:1(<module>)
                                                                                1    0.000    0.000  context.py:60(Pipe)
                                                                                4    0.000    0.000  context.py:65(Lock)
                                                                                1    0.000    0.000  context.py:85(BoundedSemaphore)
                                                                                1    0.000    0.000  context.py:110(SimpleQueue)
                                                                                1    0.000    0.000  context.py:285(_Popen)
                                                                                1    0.000    0.000  popen_fork.py:1(<module>)
                                                                                4    0.000    0.000  popen_spawn_posix.py:1(<module>)
                                                                                1    0.000    0.000  popen_spawn_posix.py:38(_launch)
                                                                                2    0.000    0.000  process.py:350(__reduce__)
                                                                                3    0.000    0.000  queues.py:1(<module>)
                                                                                1    0.000    0.000  reduction.py:1(<module>)
                                                                                2    0.000    0.000  resource_tracker.py:1(<module>)
                                                                                4    0.000    0.000  spawn.py:1(<module>)
                                                                                3    0.000    0.000  synchronize.py:1(<module>)
                                                                                5    0.000    0.000  synchronize.py:50(__init__)
                                                                                1    0.000    0.000  util.py:1(<module>)
queues.py:1(<module>)                                                  <-       1    0.000    0.000  {built-in method builtins.exec}
threading.py:267(__exit__)                                             <-      25    0.000    0.000  _base.py:428(result)
                                                                               25    0.000    0.000  queue.py:122(put)
                                                                               25    0.000    0.000  threading.py:433(acquire)
                                                                                1    0.000    0.000  threading.py:604(wait)
weakref.py:164(__setitem__)                                            <-       6    0.000    0.000  util.py:171(register_after_fork)
<frozen importlib._bootstrap>:975(exec_module)                         <-       1    0.000    0.000  <frozen importlib._bootstrap>:666(_load_unlocked)
{method 'update' of 'dict' objects}                                    <-       1    0.000    0.000  __init__.py:1(<module>)
                                                                                4    0.000    0.000  _compat_pickle.py:1(<module>)
                                                                                7    0.000    0.000  enum.py:890(_convert_)
                                                                                2    0.000    0.000  functools.py:35(update_wrapper)
                                                                                2    0.000    0.000  reduction.py:38(__init__)
                                                                                2    0.000    0.000  resource_tracker.py:1(<module>)
                                                                                1    0.000    0.000  spawn.py:154(get_preparation_data)
enum.py:78(_is_private)                                                <-      72    0.000    0.000  enum.py:1657(convert_class)
<frozen importlib._bootstrap>:748(find_spec)                           <-      45    0.000    0.000  <frozen importlib._bootstrap>:1054(_find_spec)
enum.py:47(_is_dunder)                                                 <-      86    0.000    0.000  enum.py:1657(convert_class)
types.py:164(__init__)                                                 <-      72    0.000    0.000  enum.py:1657(convert_class)
<frozen importlib._bootstrap>:216(_lock_unlock_module)                 <-       1    0.000    0.000  __init__.py:1(<module>)
                                                                                2    0.000    0.000  context.py:1(<module>)
                                                                                2    0.000    0.000  reduction.py:1(<module>)
                                                                                5    0.000    0.000  {built-in method builtins.__import__}
threading.py:359(notify)                                               <-      25    0.000    0.000  queue.py:122(put)
{built-in method _thread.allocate_lock}                                <-      94    0.000    0.000  <frozen importlib._bootstrap>:71(__init__)
                                                                                1    0.000    0.000  process.py:616(__init__)
                                                                                1    0.000    0.000  queue.py:34(__init__)
                                                                                1    0.000    0.000  queues.py:71(_reset)
                                                                                1    0.000    0.000  resource_tracker.py:56(__init__)
                                                                                1    0.000    0.000  tempfile.py:1(<module>)
                                                                               26    0.000    0.000  threading.py:288(wait)
                                                                                1    0.000    0.000  threading.py:422(__init__)
                                                                                1    0.000    0.000  threading.py:555(__init__)
tempfile.py:142(rng)                                                   <-       5    0.000    0.000  tempfile.py:153(__next__)
{method 'rpartition' of 'str' objects}                                 <-      81    0.000    0.000  <frozen importlib._bootstrap>:405(parent)
                                                                               59    0.000    0.000  <frozen importlib._bootstrap>:1120(_find_and_load_unlocked)
                                                                               54    0.000    0.000  <frozen importlib._bootstrap_external>:437(cache_from_source)
                                                                               93    0.000    0.000  <frozen importlib._bootstrap_external>:1604(find_spec)
                                                                                3    0.000    0.000  __editable___cneural_net_0_1_finder.py:14(find_spec)
connection.py:515(Pipe)                                                <-       1    0.000    0.000  context.py:60(Pipe)
                                                                                1    0.000    0.000  queues.py:37(__init__)
                                                                                1    0.000    0.000  queues.py:339(__init__)
synchronize.py:100(__getstate__)                                       <-       5    0.000    0.000  {method 'dump' of '_pickle.Pickler' objects}
<frozen runpy>:1(<module>)                                             <-       1    0.000    0.000  {built-in method builtins.exec}
queue.py:206(_init)                                                    <-       1    0.000    0.000  queue.py:34(__init__)
<frozen importlib._bootstrap_external>:134(<genexpr>)                  <-     108    0.000    0.000  {built-in method builtins.max}
{built-in method posix.pipe}                                           <-       3    0.000    0.000  connection.py:515(Pipe)
                                                                                2    0.000    0.000  popen_spawn_posix.py:38(_launch)
                                                                                1    0.000    0.000  resource_tracker.py:78(ensure_running)
                                                                                2    0.000    0.000  util.py:447(spawnv_passfds)
process.py:80(__init__)                                                <-       1    0.000    0.000  process.py:756(_spawn_process)
<frozen importlib._bootstrap_external>:1408(_path_hooks)               <-       1    0.000    0.000  <frozen importlib._bootstrap_external>:1421(_path_importer_cache)
{built-in method posix.getcwd}                                         <-       1    0.000    0.000  process.py:1(<module>)
                                                                                1    0.000    0.000  spawn.py:154(get_preparation_data)
{method '__exit__' of '_thread.lock' objects}                          <-      57    0.000    0.000  <frozen importlib._bootstrap>:100(acquire)
                                                                               57    0.000    0.000  <frozen importlib._bootstrap>:125(release)
                                                                                1    0.000    0.000  process.py:300(weakref_cb)
                                                                               25    0.000    0.000  process.py:767(submit)
                                                                                6    0.000    0.000  resource_tracker.py:78(ensure_running)
                                                                               51    0.000    0.000  threading.py:267(__exit__)
threading.py:555(__init__)                                             <-       1    0.000    0.000  threading.py:849(__init__)
threading.py:90(RLock)                                                 <-      25    0.000    0.000  threading.py:236(__init__)
_parser.py:252(get)                                                    <-      57    0.000    0.000  _parser.py:507(_parse)
neural_net.py:304(connect)                                             <-       1    0.000    0.000  mnist_model.py:81(train_mnist)
{built-in method _imp.release_lock}                                    <-      57    0.000    0.000  <frozen importlib._bootstrap>:179(_get_module_lock)
                                                                               47    0.000    0.000  <frozen importlib._bootstrap>:198(cb)
                                                                              180    0.000    0.000  <frozen importlib._bootstrap>:1030(__exit__)
{built-in method _abc._abc_init}                                       <-      14    0.000    0.000  <frozen abc>:105(__new__)
<frozen importlib._bootstrap_external>:67(_relax_case)                 <-      93    0.000    0.000  <frozen importlib._bootstrap_external>:1604(find_spec)
{built-in method _imp.acquire_lock}                                    <-      57    0.000    0.000  <frozen importlib._bootstrap>:179(_get_module_lock)
                                                                               47    0.000    0.000  <frozen importlib._bootstrap>:198(cb)
                                                                              180    0.000    0.000  <frozen importlib._bootstrap>:1026(__enter__)
{built-in method _thread.start_new_thread}                             <-       1    0.000    0.000  threading.py:938(start)
{method 'sort' of 'list' objects}                                      <-       7    0.000    0.000  enum.py:890(_convert_)
random.py:119(__init__)                                                <-       1    0.000    0.000  tempfile.py:142(rng)
enum.py:58(_is_sunder)                                                 <-      72    0.000    0.000  enum.py:1657(convert_class)
<frozen importlib._bootstrap>:778(exec_module)                         <-       1    0.000    0.000  <frozen importlib._bootstrap>:666(_load_unlocked)
{built-in method _imp.exec_builtin}                                    <-       1    0.000    0.000  <frozen importlib._bootstrap>:233(_call_with_frames_removed)
_parser.py:231(__next)                                                 <-       2    0.000    0.000  _parser.py:222(__init__)
                                                                               14    0.000    0.000  _parser.py:247(match)
                                                                               57    0.000    0.000  _parser.py:252(get)
                                                                               14    0.000    0.000  _parser.py:265(getuntil)
connection.py:966(reduce_connection)                                   <-       4    0.000    0.000  {method 'dump' of '_pickle.Pickler' objects}
popen_fork.py:1(<module>)                                              <-       1    0.000    0.000  {built-in method builtins.exec}
{method 'format' of 'str' objects}                                     <-       3    0.000    0.000  <frozen importlib._bootstrap>:1120(_find_and_load_unlocked)
                                                                                7    0.000    0.000  <frozen importlib._bootstrap>:1207(_handle_fromlist)
                                                                               33    0.000    0.000  __init__.py:89(find_spec)
                                                                                5    0.000    0.000  resource_tracker.py:161(_send)
random.py:493(<listcomp>)                                              <-       5    0.000    0.000  random.py:480(choices)
reduction.py:38(__init__)                                              <-       2    0.000    0.000  reduction.py:58(dump)
{built-in method _signal.pthread_sigmask}                              <-       2    0.000    0.000  signal.py:67(pthread_sigmask)
random.py:128(seed)                                                    <-       1    0.000    0.000  random.py:119(__init__)
<frozen importlib._bootstrap_external>:599(_check_name_wrapper)        <-      27    0.000    0.000  <frozen importlib._bootstrap_external>:1007(get_code)
{method 'match' of 're.Pattern' objects}                               <-     107    0.000    0.000  __init__.py:163(match)
<frozen importlib._bootstrap_external>:180(_path_isabs)                <-      40    0.000    0.000  <frozen importlib._bootstrap_external>:778(spec_from_file_location)
                                                                                1    0.000    0.000  <frozen importlib._bootstrap_external>:1559(__init__)
_parser.py:162(__getitem__)                                            <-      14    0.000    0.000  _compiler.py:37(_compile)
                                                                                3    0.000    0.000  _compiler.py:396(_simple)
                                                                               29    0.000    0.000  _parser.py:507(_parse)
process.py:300(weakref_cb)                                             <-
<frozen importlib._bootstrap>:357(__init__)                            <-       2    0.000    0.000  <frozen importlib._bootstrap>:422(spec_from_loader)
                                                                               40    0.000    0.000  <frozen importlib._bootstrap_external>:778(spec_from_file_location)
                                                                                3    0.000    0.000  <frozen importlib._bootstrap_external>:1464(_get_spec)
{built-in method _imp.is_builtin}                                      <-      45    0.000    0.000  <frozen importlib._bootstrap>:748(find_spec)
subprocess.py:300(_args_from_interpreter_flags)                        <-       1    0.000    0.000  resource_tracker.py:78(ensure_running)
                                                                                1    0.000    0.000  spawn.py:81(get_command_line)
threading.py:279(_is_owned)                                            <-       1    0.000    0.000  threading.py:288(wait)
                                                                               25    0.000    0.000  threading.py:359(notify)
_parser.py:172(getwidth)                                               <-       2    0.000    0.000  _compiler.py:509(_compile_info)
                                                                                2    0.000    0.000  _parser.py:94(closegroup)
                                                                              6/5    0.000    0.000  _parser.py:172(getwidth)
{built-in method posix.sysconf}                                        <-       1    0.000    0.000  process.py:564(_check_system_limits)
                                                                                1    0.000    0.000  util.py:1(<module>)
process.py:67(__init__)                                                <-       1    0.000    0.000  process.py:616(__init__)
spawn.py:81(get_command_line)                                          <-       1    0.000    0.000  popen_spawn_posix.py:38(_launch)
pickle.py:1137(_Unpickler)                                             <-       1    0.000    0.000  {built-in method builtins.__build_class__}
__init__.py:22(<listcomp>)                                             <-       1    0.000    0.000  __init__.py:1(<module>)
{function Random.seed at 0x1010fcd60}                                  <-       1    0.000    0.000  random.py:128(seed)
__init__.py:23(<genexpr>)                                              <-      38    0.000    0.000  {method 'update' of 'dict' objects}
enum.py:1091(__new__)                                                  <-       6    0.000    0.000  enum.py:685(__call__)
neural_net.py:86(connect)                                              <-       3    0.000    0.000  neural_net.py:304(connect)
context.py:60(Pipe)                                                    <-       1    0.000    0.000  process.py:67(__init__)
_compiler.py:384(_mk_bitmap)                                           <-       3    0.000    0.000  _compiler.py:241(_optimize_charset)
<frozen os>:48(<listcomp>)                                             <-       1    0.000    0.000  <frozen os>:44(_get_exports_list)
enum.py:1515(__and__)                                                  <-       4    0.000    0.000  __init__.py:272(_compile)
{method '_acquire_restore' of '_thread.RLock' objects}                 <-      25    0.000    0.000  threading.py:288(wait)
_weakrefset.py:85(add)                                                 <-       1    0.000    0.000  process.py:80(__init__)
                                                                                1    0.000    0.000  threading.py:849(__init__)
{built-in method _struct.pack}                                         <-      26    0.000    0.000  connection.py:389(_send_bytes)
{method 'get' of 'dict' objects}                                       <-      47    0.000    0.000  <frozen importlib._bootstrap>:198(cb)
                                                                               94    0.000    0.000  <frozen importlib._bootstrap>:1165(_find_and_load)
                                                                                2    0.000    0.000  __init__.py:348(namedtuple)
                                                                                1    0.000    0.000  _compiler.py:37(_compile)
                                                                                2    0.000    0.000  _parser.py:82(opengroup)
                                                                                4    0.000    0.000  _parser.py:367(_escape)
                                                                                1    0.000    0.000  context.py:203(reducer)
                                                                                1    0.000    0.000  process.py:110(start)
enum.py:228(__set_name__)                                              <-      72    0.000    0.000  enum.py:1657(convert_class)
subprocess.py:749(Popen)                                               <-       1    0.000    0.000  {built-in method builtins.__build_class__}
<frozen importlib._bootstrap_external>:1696(path_hook_for_FileFinder)  <-       1    0.000    0.000  <frozen importlib._bootstrap_external>:1408(_path_hooks)
process.py:71(BaseProcess)                                             <-       1    0.000    0.000  {built-in method builtins.__build_class__}
mnist_model.py:70(create_network)                                      <-       1    0.000    0.000  mnist_model.py:81(train_mnist)
weakref.py:347(__new__)                                                <-       6    0.000    0.000  weakref.py:164(__setitem__)
{method 'get' of 'mappingproxy' objects}                               <-       2    0.000    0.000  copyreg.py:113(_slotnames)
                                                                               99    0.000    0.000  enum.py:825(__setattr__)
                                                                               14    0.000    0.000  enum.py:1657(convert_class)
process.py:140(__init__)                                               <-      25    0.000    0.000  process.py:767(submit)
{built-in method posix.close}                                          <-       2    0.000    0.000  popen_spawn_posix.py:38(_launch)
                                                                                1    0.000    0.000  resource_tracker.py:78(ensure_running)
                                                                                4    0.000    0.000  util.py:447(spawnv_passfds)
<frozen importlib._bootstrap>:48(_new_module)                          <-      27    0.000    0.000  <frozen importlib._bootstrap>:566(module_from_spec)
                                                                                1    0.000    0.000  <frozen importlib._bootstrap>:962(create_module)
neural_net.py:300(allocate_parameters)                                 <-       1    0.000    0.000  mnist_model.py:81(train_mnist)
_parser.py:247(match)                                                  <-       5    0.000    0.000  _parser.py:447(_parse_sub)
                                                                               48    0.000    0.000  _parser.py:507(_parse)
process.py:399(__init__)                                               <-       1    0.000    0.000  process.py:1(<module>)
{built-in method _thread.get_ident}                                    <-      57    0.000    0.000  <frozen importlib._bootstrap>:100(acquire)
                                                                               57    0.000    0.000  <frozen importlib._bootstrap>:125(release)
                                                                                1    0.000    0.000  threading.py:1446(current_thread)
{built-in method _imp.find_frozen}                                     <-      44    0.000    0.000  <frozen importlib._bootstrap>:233(_call_with_frames_removed)
process.py:234(ident)                                                  <-       1    0.000    0.000  process.py:756(_spawn_process)
{built-in method builtins.sum}                                         <-      25    0.000    0.000  neural_net.py:378(train_batch)
{method 'endswith' of 'str' objects}                                   <-      53    0.000    0.000  <frozen importlib._bootstrap_external>:567(_get_cached)
<frozen abc>:110(register)                                             <-       1    0.000    0.000  {built-in method _imp.exec_dynamic}
fast_math.py:34(__init__)                                              <-       6    0.000    0.000  neural_net.py:86(connect)
{method 'rfind' of 'str' objects}                                      <-      54    0.000    0.000  <frozen importlib._bootstrap_external>:134(<genexpr>)
functools.py:35(update_wrapper)                                        <-       1    0.000    0.000  contextlib.py:260(contextmanager)
                                                                                1    0.000    0.000  locale.py:1(<module>)
{built-in method posix.fspath}                                         <-      54    0.000    0.000  <frozen importlib._bootstrap_external>:437(cache_from_source)
                                                                               40    0.000    0.000  <frozen importlib._bootstrap_external>:778(spec_from_file_location)
                                                                                1    0.000    0.000  <frozen os>:806(fsencode)
                                                                                2    0.000    0.000  <frozen posixpath>:60(isabs)
                                                                                2    0.000    0.000  <frozen posixpath>:389(normpath)
                                                                                1    0.000    0.000  <frozen posixpath>:397(abspath)
{built-in method builtins.locals}                                      <-      33    0.000    0.000  __init__.py:89(find_spec)
threading.py:1317(_make_invoke_excepthook)                             <-       1    0.000    0.000  threading.py:849(__init__)
resource_tracker.py:142(_check_alive)                                  <-       5    0.000    0.000  resource_tracker.py:78(ensure_running)
{built-in method _abc._abc_register}                                   <-       1    0.000    0.000  <frozen abc>:110(register)
{built-in method from_bytes}                                           <-      81    0.000    0.000  <frozen importlib._bootstrap_external>:84(_unpack_uint32)
_compat_pickle.py:167(<genexpr>)                                       <-      85    0.000    0.000  _compat_pickle.py:1(<module>)
connection.py:134(_check_closed)                                       <-       4    0.000    0.000  connection.py:168(fileno)
                                                                               26    0.000    0.000  connection.py:181(send_bytes)
copyreg.py:113(_slotnames)                                             <-       2    0.000    0.000  {method 'dump' of '_pickle.Pickler' objects}
{built-in method posix.urandom}                                        <-       1    0.000    0.000  process.py:399(__init__)
reduction.py:191(DupFd)                                                <-       4    0.000    0.000  connection.py:966(reduce_connection)
enum.py:913(<lambda>)                                                  <-      72    0.000    0.000  {method 'sort' of 'list' objects}
<frozen importlib._bootstrap>:165(__init__)                            <-      47    0.000    0.000  <frozen importlib._bootstrap>:1165(_find_and_load)
{method 'getrandbits' of '_random.Random' objects}                     <-     153    0.000    0.000  random.py:235(_randbelow_with_getrandbits)
{method '_release_save' of '_thread.RLock' objects}                    <-      25    0.000    0.000  threading.py:288(wait)
{built-in method builtins.sorted}                                      <-       2    0.000    0.000  enum.py:1657(convert_class)
                                                                                1    0.000    0.000  locale.py:1(<module>)
                                                                                2    0.000    0.000  util.py:447(spawnv_passfds)
context.py:30(BaseContext)                                             <-       1    0.000    0.000  {built-in method builtins.__build_class__}
selectors.py:583(_can_use)                                             <-       1    0.000    0.000  selectors.py:1(<module>)
<frozen abc>:121(__subclasscheck__)                                    <-       1    0.000    0.000  {built-in method _abc._abc_register}
                                                                                1    0.000    0.000  {built-in method _abc._abc_subclasscheck}
{method 'extend' of 'list' objects}                                    <-       3    0.000    0.000  <frozen importlib._bootstrap_external>:1559(__init__)
                                                                                3    0.000    0.000  _compiler.py:214(_compile_charset)
                                                                                2    0.000    0.000  _compiler.py:509(_compile_info)
